Tiempo;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura
20/04/2023 19:00;30;30;2,2;0;298;2,6;1,1;11,7;28,7;40,4;1,6;15,8
20/04/2023 20:00;41;27;2,1;0;351;0,5;1,3;24,7;26,6;51,3;1,3;14,7
20/04/2023 21:00;32,1;27;1,7;0;323;3,3;0,8;10,5;23,7;34,2;0,9;14,8
20/04/2023 22:00;37;16;1,5;0;325;0,5;0,8;15,3;24,9;40,2;0,8;14,7
20/04/2023 23:00;30,7;19;1,4;0;356;0,1;0,8;14,6;24,2;38,8;0,6;14,4
21/04/2023 0:00;43,9;23;1,7;0;319;0,5;0,9;25,8;23,2;49;0,8;14,5
21/04/2023 1:00;40,5;26;1,8;0;359;1,2;0,7;24,3;24,5;48,8;0;14,8
21/04/2023 2:00;39,3;25;1,9;0;296;3,5;0,4;6,6;19,6;26,2;0,8;14,6
21/04/2023 3:00;36,2;23;2,2;0;287;7,8;0,3;2,8;16,7;19,5;0,9;14,4
21/04/2023 4:00;34,9;24;1,9;0;303;6,3;0,3;2,3;15,7;18;0,8;14,2
21/04/2023 5:00;35;20;2;0;317;0,4;0,4;10,2;20,4;30,6;0,9;14,3
21/04/2023 6:00;37,5;27;0,9;0;250;0,1;0,4;16,6;19,2;35,8;0,8;14,1
21/04/2023 7:00;27,4;23;2,4;3,6;317;3,8;0,5;11,2;18,2;29,4;0,6;13,8
21/04/2023 8:00;29,6;16;1,4;1,7;22;5;0,7;7,7;22,5;30,2;0,4;13
21/04/2023 9:00;21,5;14;2,4;1,8;34;5,1;0,9;18;25,5;43,5;0,5;13,7
21/04/2023 10:00;22,1;11;2;0;348;7,3;0,9;22,5;26,1;48,5;0,8;15,4
21/04/2023 11:00;20,8;20;1,7;0;305;14,5;0,8;18,1;22,6;40,7;0,9;17,6
21/04/2023 12:00;38;20;1,4;0;279;25,5;0,5;9,7;17,4;27;0,9;19,4
21/04/2023 13:00;27,6;13;2,6;0;296;20,5;0,5;5,8;16,6;22,5;0,8;17,9
21/04/2023 14:00;20,1;14;3,7;0;296;30,2;0,4;4,5;10,5;15,1;1;19,4
21/04/2023 15:00;17,4;11;3,6;0;291;28,1;0,3;4,5;10,8;15,2;1,3;19,2
21/04/2023 16:00;21,2;11;4;0;302;22,6;0,4;4,8;14,6;19,5;1,4;18,1
21/04/2023 17:00;17;17;3,7;0;302;18,9;0,4;5;15,4;20,4;1,3;16,8
21/04/2023 18:00;18,5;10;3,2;0;308;14,2;0,5;4,6;18,1;22,7;1,1;15,9
21/04/2023 19:00;21,7;17;2,1;0;308;7;0,6;3,4;19,6;23;0,8;14,7
21/04/2023 20:00;21,8;11;1,7;0;287;7;0,6;3,3;20,7;24;0,9;14,5
21/04/2023 21:00;25,9;9;2;0;329;2;0,7;8,6;24,7;33,3;0,9;14,2
21/04/2023 22:00;26,7;16;1,3;0;339;1;0,7;8,1;23,2;31,3;0,6;13,5
21/04/2023 23:00;24,1;11;1,5;0;294;1;0,8;15,2;24,4;39,7;0,6;13,4
22/04/2023 0:00;19,4;18;1,1;0;324;0,6;0,6;8,4;22,1;30,5;0,4;12,7
22/04/2023 1:00;25,5;9;1,5;0;354;0,3;0,9;27,6;21,4;48,9;0,5;12,6
22/04/2023 2:00;27;27;2;0;316;5,6;0,6;13,7;18;31,7;1,8;13,3
22/04/2023 3:00;28,6;15;1,6;0;359;6,1;0,3;5,6;13;18,6;0;13,4
22/04/2023 4:00;27,5;10;1,4;0;11;0,8;0,3;6,6;15,5;22,1;0;12,5
22/04/2023 5:00;29,1;16;0,8;0;318;0,7;0,3;6,5;18;24,5;0;12,4
22/04/2023 6:00;29,5;11;0,9;0;12;0,9;0,3;5;17,5;22,5;0;12
22/04/2023 7:00;21,7;10;1,8;0;359;1,3;0,7;30,9;17,3;48,2;0;12,3
22/04/2023 8:00;29,6;22;0,8;0;9;3,1;1,1;41,3;28,1;69,4;0;15,2
22/04/2023 9:00;38,3;30;1,9;0;322;7,1;1;26,6;34,2;60,8;0;16,3
22/04/2023 10:00;51,5;32;1,7;0;342;14,8;0,7;13,5;23,2;36,6;0;17,1
22/04/2023 11:00;46,5;18;2,5;0;319;18;0,6;9,4;20,6;30;0;17,2
22/04/2023 12:00;38;15;2,8;0;293;24,3;0,3;5,6;12,7;18,3;0;17,9
22/04/2023 13:00;28,1;15;3,2;0;295;27,2;0,3;5,4;12,3;17,7;0;19,1
22/04/2023 14:00;36,2;21;2,6;0;302;29,5;0,4;4,9;11,5;16,4;0;20,2
22/04/2023 15:00;32,9;17;2,8;0,2;325;24;0,4;2,5;13,5;16;0;18,4
22/04/2023 16:00;24,4;18;2,4;0,1;350;7,9;0,5;9,1;19;28;0;15,4
22/04/2023 17:00;23,7;12;1,3;0;175;7,9;0,6;10,1;21,5;31,6;0;16,3
22/04/2023 18:00;20,1;15;2,4;0;344;4,6;0,6;11;20,4;31,4;0;15,8
22/04/2023 19:00;16,6;15;1,4;0;323;3,1;0,5;7,8;17,3;25,1;0;14
22/04/2023 20:00;15,5;12;1,3;0;236;0,9;0,6;11,4;19,8;31,2;0;13,3
22/04/2023 21:00;12,4;10;1,2;0;268;0,9;0,6;7,7;18,2;25,8;0;13,8
22/04/2023 22:00;21,8;9;0,8;0;38;0,7;0,6;15,3;17,6;32,9;0;13,7
22/04/2023 23:00;27,1;12;1,1;0;7;0,5;0,6;11,6;17,5;29;0;13,3
23/04/2023 0:00;20,3;12;1,3;0;22;0,1;0,6;19,6;15,6;35,2;0;13,3
23/04/2023 1:00;20,4;10;1,3;0;12;0,4;0,5;11;16,7;27,7;0;13,4
23/04/2023 2:00;16,4;9;1,6;0;333;0,5;0,5;13,8;14,6;28,4;0;13,8
23/04/2023 3:00;20,1;6;1,6;0;324;0,5;0,5;12,6;17;29,6;0;14
23/04/2023 4:00;22,1;6;1,1;0;264;0,4;0,4;12,4;14,8;27,2;0;13,6
23/04/2023 5:00;24,4;11;1,3;0;321;0,4;0,4;11,8;13;24,8;0;13,5
23/04/2023 6:00;17,4;10;2,6;0,6;322;4;0,3;5,4;12,8;18,3;0;13,4
23/04/2023 7:00;13;5;1,3;0;6;0,8;0,4;11,2;13,1;24,3;0;13,5
23/04/2023 8:00;14,1;11;1,3;0;302;3,5;0,6;16,2;14,2;30,4;0;14,8
23/04/2023 9:00;27,4;18;0,5;0;254;10,5;0,6;15,4;14,7;30,1;0;18,2
23/04/2023 10:00;35,4;16;1,5;0;16;18,3;0,4;7,9;11,4;19,3;0;19,6
23/04/2023 11:00;25,4;16;1,6;0;343;26,4;0,4;5,7;9,3;15;0;21,5
23/04/2023 12:00;21;9;1,1;0;57;34,9;0,3;3,1;8,5;11,5;0;21,6
23/04/2023 13:00;15,3;15;5,1;0;300;24,3;0,3;2,8;6,7;9,4;0;19
23/04/2023 14:00;15,9;9;4,9;0;289;26,1;0,3;4,1;6,8;10,9;0;19,5
23/04/2023 15:00;18,4;7;4,6;0;285;24,7;0,3;2,7;5;7,7;0;19,8
23/04/2023 16:00;13,1;8;4,5;0;290;19,5;0,3;2,5;6,9;9,4;0;17,8
23/04/2023 17:00;9,2;8;3,9;0;304;14;0,3;2,2;9,1;11,3;0;16,3
23/04/2023 18:00;12;12;3;0;307;10,7;0,3;2,2;10,8;13;0;15,5
23/04/2023 19:00;0;11;1,9;0;314;5,8;0,4;2,5;12,2;14,7;0;14,7
23/04/2023 20:00;0;15;1,7;0;328;1,3;0,5;5,8;15,6;21,4;0;14,5
23/04/2023 21:00;0;15;0,3;0;344;0,8;0,5;5,9;16,4;22,3;0;14
23/04/2023 22:00;0;12;0,2;0;285;0,5;0,5;7,8;15,9;23,7;0;13,3
23/04/2023 23:00;0;14;0,9;0;335;0,5;0,7;19,9;13,7;33,6;0;12,5
24/04/2023 0:00;18,8;13;1,5;0;303;1;0,7;21,1;13,9;35,1;0;13,2
24/04/2023 1:00;14,3;13;1,3;0;336;1,9;0,4;6,6;11,6;18,2;0;13,5
24/04/2023 2:00;21,5;10;1,3;0;296;0,3;0,5;11,8;13,7;25,5;0,2;12,5
24/04/2023 3:00;20,7;14;1,2;0;320;1,2;0,3;7,8;12,3;20,1;0,2;13,3
24/04/2023 4:00;15,8;8;1,2;0;250;2,7;0,2;3,1;11,7;14,7;0,1;13,4
24/04/2023 5:00;18,7;8;2;0;327;0,3;0,4;19,6;14;33,6;0,3;13,7
24/04/2023 6:00;21;12;0,9;0;214;1,3;0,4;14,8;12,6;27,4;0,5;13,4
24/04/2023 7:00;15,2;9;1,7;0;274;1,4;0,8;29,8;17,8;47,5;0,4;14
24/04/2023 8:00;20,9;18;1,9;0;335;3,6;1,1;34,9;23,6;58,5;0,6;16
24/04/2023 9:00;25,6;24;1,6;0;317;6,9;1;27,2;24,8;52;0,7;17,7
24/04/2023 10:00;31,1;18;1,9;0;301;11,5;0,9;24,2;26,4;50,5;1;18,1
24/04/2023 11:00;28,7;28;2,4;0;304;13,6;0,5;10,5;18,2;28,7;0,9;18,1
24/04/2023 12:00;30,7;21;4;0;294;10,7;0,5;9,9;14,2;24,1;1,1;16,7
24/04/2023 13:00;35,5;12;4,4;0;310;19,5;0,3;6;8,3;14,4;1,1;19
24/04/2023 14:00;27,1;8;4,1;0;330;17,1;0,3;6,2;8,3;14,5;0,6;17,9
24/04/2023 15:00;20,1;5;3,9;0;306;18,7;0,3;6;8,3;14,2;0,8;18,8
24/04/2023 16:00;26,9;12;4,8;0;314;19,9;0,3;4,8;7,2;11,9;0,7;18,6
24/04/2023 17:00;19,3;14;4,5;0;307;17,9;0,3;3,8;6,8;10,5;0,6;17,5
24/04/2023 18:00;16;16;3,4;0;302;10,7;0,4;4,7;11,7;16,4;0,6;16,3
24/04/2023 19:00;12;9;2,7;0;323;4,3;0,6;6,4;16,2;22,5;0,6;15,5
24/04/2023 20:00;12;11;2,1;0,4;39;2,4;0,6;6,3;17,4;23,7;0,6;14,5
24/04/2023 21:00;15,1;13;2;0,3;59;1,6;0,5;3;17,4;20,4;0,5;13,9
24/04/2023 22:00;13,6;13;0,6;0,5;285;0,3;0,7;14,8;16,9;31,8;0,4;13,2
24/04/2023 23:00;13,3;9;0,6;0,2;235;0,2;0,7;20,2;16,6;36,8;0,4;12,7
25/04/2023 0:00;13,4;11;0,6;0,2;289;0,6;0,7;22,9;14,3;37,3;0,3;12,9
25/04/2023 1:00;12,5;9;1,2;0,1;16;0,6;0,7;30,9;12,7;43,5;0,4;13,1
25/04/2023 2:00;19,9;12;0,8;0;338;0,5;0,7;33,1;13;46,2;0,4;13
25/04/2023 3:00;16;16;1,6;0;302;0,3;0,5;36,9;12,5;49,3;0,5;13
25/04/2023 4:00;20,5;16;1,1;0;234;0,2;0,3;18,9;10,5;29,5;0,3;12,7
25/04/2023 5:00;20,6;10;0,8;0;38;0,4;0,3;11,6;10,2;21,8;0,1;12,2
25/04/2023 6:00;15,5;9;1,2;0;307;0,7;0,5;48,5;9,4;57,9;0,4;12,3
25/04/2023 7:00;20;20;1;0;300;0,5;1,1;82,8;8,5;91,3;0,6;12,9
25/04/2023 8:00;39,2;34;1,8;0;24;0,9;1;59,8;14,3;74,1;0,7;14,1
25/04/2023 9:00;42,8;25;1,9;0;6;5,1;0,9;0;0;0;0,2;17,5
25/04/2023 10:00;51;24;2,4;0;298;9,6;0,9;0;0;0;0;19,3
25/04/2023 11:00;52;38;1,8;0;304;21,5;0;15,5;25,6;41,1;0,1;21,4
25/04/2023 12:00;48,7;38;1,9;0;163;0;0;8,4;28,9;37,3;0;19,9
25/04/2023 13:00;49,1;37;0,9;0;261;25,6;0,8;6,7;28,7;35,4;0,8;20,2
25/04/2023 14:00;44,1;34;4,3;0;312;29,4;0,6;5,4;22,9;28,3;0,9;19,5
25/04/2023 15:00;49;32;5,2;0;323;24,7;0,3;4,1;12,2;16,3;1,3;18,1
25/04/2023 16:00;39,7;20;3,3;0,1;290;11;0,4;6,5;15,4;21,9;1,2;16,1
25/04/2023 17:00;33,1;12;2,2;0,1;204;6,7;0,5;9,8;19,2;29;1,1;15,4
25/04/2023 18:00;28;21;0,9;0;337;4,8;0,6;7,5;18,4;25,9;0,8;15,5
25/04/2023 19:00;21;12;0,9;0;302;0,6;1;21;21,8;42,8;0,6;14,6
25/04/2023 20:00;23,7;20;1,2;0,4;251;0,7;1,3;38,7;21,5;60,2;0,7;14
25/04/2023 21:00;28,1;23;0,6;0,6;192;0,4;1,2;34,2;18,3;52,5;0,5;13,4
25/04/2023 22:00;30,1;21;0,6;0,1;282;0,5;1,8;67;17,5;84,5;0,9;13,5
25/04/2023 23:00;28,6;25;0,9;0,1;140;0,6;2;79,2;17;96,2;0,9;13,6
26/04/2023 0:00;27;27;1;0,2;113;0,3;1,2;41,9;17,4;59,2;0,8;13,2
26/04/2023 1:00;34,2;16;2,3;0,8;49;0,2;0,6;21,7;16,6;38,4;0,7;13,6
26/04/2023 2:00;24,9;15;1,3;0,1;119;0,4;0,5;19,8;13,8;33,6;0,3;13,4
26/04/2023 3:00;22,1;11;1,1;0;229;0,4;0,5;18,9;10,9;29,8;0,2;12,8
26/04/2023 4:00;19,5;16;0,7;0;41;0,3;0,5;19;9,8;28,8;0,1;12,6
26/04/2023 5:00;14,9;9;2,1;0;62;1,6;0,2;4,4;12,2;16,6;0,6;12,9
26/04/2023 6:00;21,2;8;1;0;270;0,5;0,4;28;11,7;39,7;0,2;12
26/04/2023 7:00;19;18;0,6;0;20;0,8;0,9;64;10,3;74,3;0,3;12,4
26/04/2023 8:00;24;24;1,9;0;333;1,9;1;45,8;13,7;59,5;0,6;14,8
26/04/2023 9:00;29,6;22;0,8;0,1;348;3,9;0,9;29,3;17,9;47,2;0,7;16,6
26/04/2023 10:00;31,8;20;2,8;0,2;29;6,9;0,6;18,4;17;35,4;0,4;15,8
26/04/2023 11:00;25,8;20;4;0,1;40;9,4;0,4;10,4;11,6;22;0,4;15,5
26/04/2023 12:00;24,8;12;3,1;0,1;21;11,5;0,4;11,3;11,3;22,6;0,3;17,1
26/04/2023 13:00;24,3;12;2,5;0,1;24;17,7;0,3;7,2;11,6;18,8;0,3;17,7
26/04/2023 14:00;21,5;12;2,8;0;26;22,6;0,4;7,4;13,6;20,9;0,4;18,7
26/04/2023 15:00;24;8;2,1;0;35;23,6;0,5;7,1;16,4;23,5;0,5;18,9
26/04/2023 16:00;17,9;10;2,5;0;56;18,9;0,4;5,4;14,9;20,4;0,5;17,9
26/04/2023 17:00;18,8;15;2;0;27;16,6;0,3;4,4;13,1;17,5;0,6;18,1
26/04/2023 18:00;14,2;7;1,6;0;308;7,2;0,5;5;17,7;22,7;0,5;17
26/04/2023 19:00;13,4;12;2;0;273;0,8;1,1;17,3;30,7;48;0,7;15,6
26/04/2023 20:00;0;29;1,6;0;346;0,6;1,4;31,4;26,5;58;0,8;14,5
26/04/2023 21:00;0;43;1,2;0;333;0,5;1,7;45,2;24,8;70;0,7;13,2
26/04/2023 22:00;48,8;38;0,7;0;288;0,5;1,7;53,5;22,8;76,3;0,6;12,3
26/04/2023 23:00;59,6;44;0,5;0;284;0,7;1,7;61,9;19,8;81,7;0,6;11,7
27/04/2023 0:00;61,7;46;1,4;0;228;0,2;1,9;80,7;15,6;96,4;0,5;11,1
27/04/2023 1:00;63;41;0,7;0;325;0,5;1,6;69,7;12,1;81,8;0;11,9
27/04/2023 2:00;58,7;31;1;0;326;0,4;1,2;58,6;10,8;69,4;0,7;12,1
27/04/2023 3:00;51;17;0,8;0;287;0,4;0,9;44,2;10,8;55,1;0,5;12,1
27/04/2023 4:00;47,7;15;0,1;0,1;183;0,6;0,7;36,8;9,4;46,2;0,5;12,1
27/04/2023 5:00;44,3;17;0,7;0;31;0,2;0,6;36,1;8,8;44,9;0,4;11,9
27/04/2023 6:00;36,7;16;0,8;0;32;0,6;0,6;40,8;9,5;50,2;0,3;11,8
27/04/2023 7:00;35,3;10;1;0;14;0,8;0,9;60,6;9,4;70,1;0,4;12,9
27/04/2023 8:00;0;0;0;0;0;0;0;0;0;0;0;0
27/04/2023 9:00;39,8;14;0,4;0;157;11,8;0,4;11,5;14,3;25,8;0,4;17,7
27/04/2023 10:00;30,9;8;2,3;0;287;8,7;0,7;13,8;22,7;36,5;0,5;17,7
27/04/2023 11:00;23,1;18;1,3;0;13;15,3;0,7;12,5;21;33,5;0;18,9
27/04/2023 12:00;31,5;15;0,9;0;285;22,4;0,5;6,3;17,1;23,4;0;19,6
27/04/2023 13:00;32,2;13;1,6;0;181;21,6;0,3;3,4;8,8;12,2;0;20,2
27/04/2023 14:00;24,1;8;2,4;0,3;288;19,8;0,3;5,3;8,7;14,1;0,1;19,1
27/04/2023 15:00;33,3;5;0,6;0,5;249;20,4;0,2;2,8;5,8;8,7;0,3;19,1
27/04/2023 16:00;23,9;4;1,9;0;231;15,8;0,5;7;17,1;24,1;0,7;18,6
27/04/2023 17:00;21,3;7;2,6;0;259;14,5;0,3;5,9;11;16,9;0,5;19,5
27/04/2023 18:00;16,9;8;4,1;0;298;9,9;0,7;7,1;23,3;30,4;0,8;16,8
27/04/2023 19:00;24;24;1,9;0;325;2,9;0,9;7,8;28,2;36;1,1;15,1
27/04/2023 20:00;28;28;0,8;0;341;0,6;1;17;24,4;41,5;0,9;14,5
27/04/2023 21:00;34,1;26;1,2;0;20;0,5;1,1;26,2;23,6;49,8;1,1;14,9
27/04/2023 22:00;42,4;36;1,4;0,2;210;0,5;1,1;30,3;22,2;52,5;0,8;14,4
27/04/2023 23:00;32,2;20;0,8;0;6;0,5;0,7;15,1;15,4;30,5;0,3;13,3
28/04/2023 0:00;26,8;10;0,5;0;318;0,6;0,8;23,3;16,3;39,7;0,3;12,9
28/04/2023 1:00;26;17;1,8;0;37;0,7;0,5;15,8;17;32,8;0,2;13,5
28/04/2023 2:00;29,4;27;2,1;1,1;40;9,3;0,2;4,8;7,3;12;0,2;14
28/04/2023 3:00;21,1;8;1;0,4;10;9,3;0,1;3,4;4,6;8;0,1;13,1
28/04/2023 4:00;15,3;5;0,4;0,5;1;5,2;0,1;1,5;7,5;9;0,1;12,9
28/04/2023 5:00;11,8;5;0,6;0,5;318;1,5;0,1;4,2;10,5;14,6;0,1;12,7
28/04/2023 6:00;9,8;4;0,5;0,1;29;0;0,2;10,7;10,7;21,4;0;12,3
28/04/2023 7:00;8,3;4;2,5;0;58;2;0,7;40,9;15,2;56,1;0,6;13,7
28/04/2023 8:00;0;19;1,8;0;331;5,2;0,9;33,9;17,5;51,3;1,5;17,6
28/04/2023 9:00;16,4;11;1,5;0;195;10,3;0,6;15,9;15,7;31,6;0,6;17,5
28/04/2023 10:00;25,5;8;2,3;0;163;17;0,2;6;6,1;12,1;0,2;18,8
28/04/2023 11:00;20;4;2,3;0;134;16,9;0,2;4,1;5,7;9,9;0,2;19
28/04/2023 12:00;16;0;2,4;0;116;18,6;0,1;2,7;4;6,8;0,3;19,5
28/04/2023 13:00;13;0;1,8;0;120;18;0,2;3;4,7;7,7;0,4;19,6
28/04/2023 14:00;9,9;0;1,3;0;246;19;0,1;2,9;5,1;8;0,5;20,6
28/04/2023 15:00;20,2;7;1,9;0;250;15,2;0,2;3,4;6,1;9,5;0,6;20,6
28/04/2023 16:00;15,2;6;1,1;0;260;17,2;0,1;3,6;5,1;8,7;0,7;21,7
28/04/2023 17:00;10,8;5;1,8;0;303;10,7;0,4;8,3;14,5;22,8;1,1;19,3
28/04/2023 18:00;0;19;3,1;0;318;6,3;0,6;10;19,1;29;1,4;17,3
28/04/2023 19:00;0;20;1,8;0;325;1,3;0,8;11,2;21,2;32,4;1,2;15,3
28/04/2023 20:00;21;21;0,6;0;6;0,3;1;23;19,1;42,1;0,9;14,2
28/04/2023 21:00;30,7;28;1,5;0;355;0,4;1,1;36,2;18,4;54,7;1,2;14,6
28/04/2023 22:00;39,3;27;1;0;338;0,3;1;33,5;18,2;51,6;1,3;13,8
28/04/2023 23:00;41,6;24;1,3;0;138;1,3;0,8;26,5;15,1;41,6;0,9;14
29/04/2023 0:00;49,5;15;2,8;0;126;7,5;0,2;4,9;8,1;13;0,6;15,5
29/04/2023 1:00;36,7;5;1,2;0;88;7,3;0,2;2,4;6,4;8,9;0,4;15,1
29/04/2023 2:00;26,8;4;0,9;0;322;0,9;0,4;12,8;10,8;23,6;0,7;14,5
29/04/2023 3:00;19,2;6;2,2;0;139;6,4;0,2;5,6;6,3;11,9;0,6;14,8
29/04/2023 4:00;15;7;0,7;0;346;2,5;0,4;15;9,1;24,2;0,5;14,3
29/04/2023 5:00;11;7;0,9;0;259;0,5;0,4;24,3;10;34,3;0,6;13,7
29/04/2023 6:00;9;9;0,9;0;35;0,4;0,4;27,3;7,3;34,6;0,4;12
29/04/2023 7:00;13;13;0,7;0;354;0,9;0,6;32,3;7,6;39,9;0,2;12,2
29/04/2023 8:00;19;12;1,4;0;357;1,4;1;43,7;10,3;54;0,5;14,8
29/04/2023 9:00;26,7;19;2,3;0;356;6,2;0,7;21,2;11,5;32,7;0,8;17,9
29/04/2023 10:00;32,1;11;1,9;0;288;12,9;0,4;10,6;8,5;19,2;0,6;20,5
29/04/2023 11:00;31,8;6;2,4;0;197;12,6;0,2;4;3,6;7,6;0,4;20,1
29/04/2023 12:00;23,3;4;3;0;224;13,3;0,2;3,3;3,7;7;0,4;20,7
29/04/2023 13:00;29,6;2;2,8;0;203;11,9;0,2;3,2;4,3;7,5;0,4;19,5
29/04/2023 14:00;21;2;1,1;0;254;14,6;0,2;3,3;3,9;7,1;0,6;20,5
29/04/2023 15:00;24,6;4;1;0;180;13,9;0,2;3;3,8;6,8;0,6;21,2
29/04/2023 16:00;26,9;3;2,3;0;139;14;0,2;2;3,2;5,2;0,6;20,4
29/04/2023 17:00;19,1;3;1,4;0;169;11,5;0,2;2;3,5;5,5;0,7;19,7
29/04/2023 18:00;14,4;2;0,7;0;146;7,5;0,4;5,3;8,4;13,7;0,9;17,9
29/04/2023 19:00;10,1;2;2,4;0;334;1;0,7;12,8;16,8;29,6;1,3;15,8
29/04/2023 20:00;11;11;0,5;0;328;0,7;0,9;18,5;16,7;35,2;0,9;14,4
29/04/2023 21:00;0;15;2,5;0;145;6;0,3;4,5;8;12,5;0,8;15,4
29/04/2023 22:00;11,1;4;2,5;0;158;6,3;0,2;3,1;7,1;10,2;0,5;15,2
29/04/2023 23:00;8,7;5;1,4;0;164;4,4;0,3;5,3;8,2;13,5;0,4;14,2
30/04/2023 0:00;13,2;6;1,2;0;300;1,9;0,9;36,5;13,3;49,9;1,1;15
30/04/2023 1:00;0;22;2,4;0;325;0,9;0,9;41,6;14;55,7;0;14,6
30/04/2023 2:00;38,4;21;1,4;0,1;295;0,4;0,6;33,4;12,2;45,6;0,8;13,6
30/04/2023 3:00;27,3;12;1;0;309;0,5;0,5;22,1;8,8;30,9;0,3;13,1
30/04/2023 4:00;25,6;8;1,4;0,4;307;0,6;0,4;17;8,2;25,2;0,3;13,5
30/04/2023 5:00;23,7;8;0,8;0,1;325;0,5;0,4;18;6,8;24,8;0,1;13
30/04/2023 6:00;17,2;8;1,4;0;42;0,5;0,5;25,2;7,5;32,7;0,1;12,6
30/04/2023 7:00;16,1;5;0,9;0;330;0,3;0,5;25,2;8;33,2;0,1;13,5
30/04/2023 8:00;19,5;14;1,4;0;345;1,1;0,5;24,1;9,1;33,2;0,3;14,6
30/04/2023 9:00;18,3;11;2,1;0;13;5,5;0,4;14,1;8,9;23;0,4;16,4
30/04/2023 10:00;14,2;8;1;0;306;11,6;0,2;6;4,7;10,7;0,1;18,4
30/04/2023 11:00;16,2;4;1,5;0;262;14,2;0,3;5,5;6,1;11,6;0,1;19,8
30/04/2023 12:00;12,9;9;2,5;0;183;12,6;0,2;3,1;3,6;6,7;0,1;19,3
30/04/2023 13:00;18,6;4;2,9;0;189;12,3;0,2;2,6;3,4;6;0;19,1
30/04/2023 14:00;13,6;0;2,2;0;201;13,7;0,2;2,2;2,7;4,8;0,1;20,5
30/04/2023 15:00;10,6;1;2;0;183;14,4;0,2;1,9;2,6;4,5;0,1;20,2
30/04/2023 16:00;8,1;2;2,6;0;129;14,2;0,1;1,2;1,7;2,9;0,3;20,5
30/04/2023 17:00;6,1;1;2,1;0;106;13,8;0,1;1,3;2;3,3;0,3;19,3
30/04/2023 18:00;4,8;0;2,6;0;134;11,1;0,2;1,3;3;4,4;0,3;17,4
30/04/2023 19:00;3,6;2;2,7;0;145;9;0,2;1,4;5,4;6,8;0,3;15,8
30/04/2023 20:00;2,7;1;2,1;0;129;8;0,2;1,3;5,8;7,1;0,2;14,9
30/04/2023 21:00;2,8;0;2,4;0;108;8,5;0,2;1,3;5,9;7,1;0,2;14,5
30/04/2023 22:00;3;3;2,6;0;88;6,2;0,3;2,6;8,1;10,6;0,1;14,7
30/04/2023 23:00;4;4;1,9;0;72;2;0,3;4,3;10;14,2;0,1;14,6
1/05/2023 0:00;3,6;3;1,4;0;69;1,5;0,2;3,2;9,2;12,4;0,1;14
1/05/2023 1:00;0;4;0,5;0;330;0,2;0,4;11,8;8,7;20,5;0;12,2
1/05/2023 2:00;0;8;0,2;0;245;0,6;0,5;22,3;8,2;30,5;0;11,6
1/05/2023 3:00;0;7;0,4;0;310;0,2;0,6;26,9;7,6;34,5;0;11,4
1/05/2023 4:00;0;6;1;0;311;0,7;0,5;27,7;5,8;33,4;0;10,2
1/05/2023 5:00;0;6;0,9;0;159;0,6;0,4;20;6;26,1;0;9,7
1/05/2023 6:00;5;5;0,1;0;144;0,5;0,4;24,2;5,3;29,5;0;9,7
1/05/2023 7:00;4,2;4;1,9;0;77;3,9;0,5;19;8,1;27;0;13,4
1/05/2023 8:00;6,6;6;1,7;0;5;10,9;0,4;11,8;8,2;20;0;19,2
1/05/2023 9:00;10,5;7;0,4;0;190;14,4;0,3;6,2;5,3;11,5;0;20,5
1/05/2023 10:00;12,7;5;3,4;0;128;15,9;0,1;1,6;2,1;3,8;0;19,1
1/05/2023 11:00;11,5;4;3,4;0;122;17,1;0,1;1;1,5;2,5;0;20
1/05/2023 12:00;17,8;3;3,3;0;118;18,2;0,1;1;1,4;2,5;0,1;20,2
1/05/2023 13:00;13,3;3;2,7;0;145;16,5;0,1;1;2,3;3,3;0,2;18,8
1/05/2023 14:00;10,6;2;3;0;69;18,2;0,2;2,2;3,2;5,4;0,5;18,2
1/05/2023 15:00;19,2;2;3,1;0;127;16,9;0,2;1,5;2,3;3,9;0,5;19,6
1/05/2023 16:00;14,5;1;3,2;0;111;19,3;0,1;0,9;1,4;2,3;0,4;20,8
1/05/2023 17:00;11,5;0;2,7;0;154;18,2;0,1;1;2;3;0,4;20,8
1/05/2023 18:00;9,9;2;2,8;0;158;16,8;0,1;0,7;2,7;3,4;0,5;18,4
1/05/2023 19:00;6,9;4;2,4;0;133;16,1;0,2;0,6;3,8;4,3;0,5;16,3
1/05/2023 20:00;4,8;4;2,8;0;124;14,6;0,2;0,9;5;5,8;0,5;15,7
1/05/2023 21:00;4,1;4;2,7;0;127;15,5;0,2;0,7;4,6;5,3;0,5;15,3
1/05/2023 22:00;6;6;2,1;0;153;12,6;0,2;0,8;7,2;8;0,5;14,5
1/05/2023 23:00;0;6;2,1;0;116;11,3;0,2;0,6;7,1;7,7;0,5;13,9
2/05/2023 0:00;0;7;2,5;0;129;13;0,2;0,9;6,9;7,7;0,4;13,9
2/05/2023 1:00;0;7;0,4;0;134;7,9;0,2;1,4;7,1;8,5;0,4;12,3
2/05/2023 2:00;0;7;1,6;0;13;3,2;0,2;2,3;9,6;11,9;0,2;11
2/05/2023 3:00;0;8;1,1;0;265;1,2;0,2;2,9;10,6;13,5;0,1;10,1
2/05/2023 4:00;0;7;0,5;0;356;0,3;0,3;12;11,6;23,6;0,2;11,2
